Company Name,Link,Region,Address,Street,Location,ZipCode,City
Entelec Control Systems,https://www.entelec.eu/,Flanders,"Wetenschapspark 25, 3590 Diepenbeek",Wetenschapspark 25,3590 Diepenbeek,3590,Diepenbeek
Hozint,https://www.hozint.com/,Brussels,"Rue Henri Van Zuylen 36, 1180 Uccle",Rue Henri Van Zuylen 36,1180 Uccle,1180,Uccle
IP Metro,https://ipmetro.com/,Flanders,"Kerselaarstraat 28, 9820 Merelbeke",Kerselaarstraat 28,9820 Merelbeke,9820,Merelbeke
Kerberos,http://kerberos.io,Flanders,"Tiensesteenweg 170, 3001 Leuven",Tiensesteenweg 170,3001 Leuven,3001,Leuven
Mauhn,http://mauhn.com,Flanders,"Désiré Toeffaertstraat 34, 9050 Gent",Désiré Toeffaertstraat 34,9050 Gent,9050,Gent
Mediabos,https://www.mediabos.be/,Wallonia,"Lohirville 22A à, 4890 Thimister-Clermont",Lohirville 22A à,4890 Thimister-Clermont,4890,Thimister-Clermont
Nviso,http://www.nviso.be,Brussels,"Guimardstraat 8, 1000 Brussel",Guimardstraat 8,1000 Brussel,1000,Brussel
Phished,http://phished.be,Flanders,"138, Bondgenotenlaan, 3000 Leuven",138,"Bondgenotenlaan, 3000 Leuven","Bondgenotenlaan,",3000 Leuven
Qualitics,http://www.qualitics.eu,Wallonia,"Rue de Sclaigneau 657, 5300 Vezin",Rue de Sclaigneau 657,5300 Vezin,5300,Vezin
Roborana,http://roborana.be,Flanders,"Veldkant 33b, 2550 Kontich",Veldkant 33b,2550 Kontich,2550,Kontich
Senhive,http://senhive.com,Flanders,"Lichtenberglaan 1090, 3800 Sint-Truiden,",Lichtenberglaan 1090,"3800 Sint-Truiden,",3800,"Sint-Truiden,"
sweepatic,http:// https://www.sweepatic.com,Flanders,"Kapeldreef 60, 3001 Leuven",Kapeldreef 60,3001 Leuven,3001,Leuven
Actonomy,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwihua69rO7tAhWChtUKHb8DDx8YABAAGgJ3cw&ohost=www.google.com&cid=CAESQOD2wAaMm978LFJgSpSJVPPCWzil5ja8i25J7R6DaC48uyp9q5QQJf2MrcJeabi9ovIl7ijunPuaL4-fv_I2TsE&sig=AOD64_3nnSJs5bnAPLHiU0joRkn0cFavTA&q&adurl&ved=2ahUKEwj06qe9rO7tAhUN8BoKHZlFALkQ0Qx6BAgFEAE,Flanders,"Xavier de Cocklaan 68, 9831 Sint-Martens-Latem",Xavier de Cocklaan 68,9831 Sint-Martens-Latem,9831,Sint-Martens-Latem
Allthingsblue,http://allthingsblue.eu,Flanders,"Josse Biesmanstraat 60, 1560 Hoeilaart",Josse Biesmanstraat 60,1560 Hoeilaart,1560,Hoeilaart
AlterEdu,http://www.alteredu.be,Flanders,"Kantersteen 10, 1000 Brussel",Kantersteen 10,1000 Brussel,1000,Brussel
BeWorkHappy,http://www.beworkhappy.be,Flanders,"R. Maestro Costa Barros, 659 - Morro da Ctb, Três Rios - RJ, 25805-090, Brazilië",R. Maestro Costa Barros,"659 - Morro da Ctb, Três Rios - RJ, 25805-090, Brazilië",659,"- Morro da Ctb, Três Rios - RJ, 25805-090, Brazilië"
Conversation Starter,https://www.conversationstarter.net/,Flanders,"Borsbeeksebrug 34, 2600 Antwerp",Borsbeeksebrug 34,2600 Antwerp,2600,Antwerp
EngineerX,http://www.engineerx.com,Flanders,"Belgicastraat 5/bus 2, 1930 Zaventem",Belgicastraat 5/bus 2,1930 Zaventem,1930,Zaventem
Hirering,http://www.hirering.eu,Wallonia,"Cours Saint Michel 30A, 1040 Etterbeek",Cours Saint Michel 30A,1040 Etterbeek,1040,Etterbeek
ImplicitMeasures,https://implicitmeasures.com/,Flanders,"Technologiepark 82, B-9052 Zwijnaarde (Gent)",Technologiepark 82,B-9052 Zwijnaarde (Gent),B-9052,Zwijnaarde (Gent)
JiGSO,http://jigso.com,Flanders,"Antwerpse Steenweg 61, 2660 Antwerpen",Antwerpse Steenweg 61,2660 Antwerpen,2660,Antwerpen
Jobgether,https://jobgether.com/,Brussels,"avenue du Prince de Ligne 91/3, 1180 Uccle",avenue du Prince de Ligne 91/3,1180 Uccle,1180,Uccle
Karamel.one,https://karamel.one/,Flanders,"Edward Pynaertkaai 93, 9000 Gent",Edward Pynaertkaai 93,9000 Gent,9000,Gent
ShiftMeApp,http://www.restaurant.shiftmeapp.com,Brussels,"Louizalaan 523, 1050 Brussel",Louizalaan 523,1050 Brussel,1050,Brussel
Sympl,https://sympl.be/,Flanders,"Rijnkaai 37/bus 4, 2000 Antwerpen",Rijnkaai 37/bus 4,2000 Antwerpen,2000,Antwerpen
Techwolf,http://www.techwolf.be,Flanders,"Overzet 14b, 9000 Gent",Overzet 14b,9000 Gent,9000,Gent
theMatchbox,http://thematchbox.be,Flanders,"Corluylei 43, 2150 Borsbeek",Corluylei 43,2150 Borsbeek,2150,Borsbeek
Traicie,http://traicie.com,Flanders,"Deinsesteenweg 114, 9031 Gent",Deinsesteenweg 114,9031 Gent,9031,Gent
Adunio,http://www.adun.io,Flanders,"Luchthavenlaan 27 / 56, 1800 Vilvoorde",Luchthavenlaan 27 / 56,1800 Vilvoorde,1800,Vilvoorde
Apptweak,http://www.apptweak.com,Brussels,"Louizalaan 235, 1050 Brussel",Louizalaan 235,1050 Brussel,1050,Brussel
ASKOLI,http://www.askoli.net,Wallonia,"Avenue Melina Mercouri 9, 7000 Mons",Avenue Melina Mercouri 9,7000 Mons,7000,Mons
BossData,https://bossdata.be/contact/,Flanders,"Broederminstraat 9, 2018 Antwerpen",Broederminstraat 9,2018 Antwerpen,2018,Antwerpen
Co-libry,https://co-libry.com/,Flanders,"Antoinette Vandeputtepad 25, 9000 Gent",Antoinette Vandeputtepad 25,9000 Gent,9000,Gent
Cropland,http://www.cropland.be,Flanders,"Willem Van Laarstraat 86 bus 02, 2600 Antwerpen",Willem Van Laarstraat 86 bus 02,2600 Antwerpen,2600,Antwerpen
Customer-Care AI,http://www.customer-care.ai/,Brussels,"Zuiderpoort, Gaston Crommenlaan 14/C1.1, 9000 Gent",Zuiderpoort,"Gaston Crommenlaan 14/C1.1, 9000 Gent",Gaston,"Crommenlaan 14/C1.1, 9000 Gent"
eRowz,http://www.site-annonce.be,Wallonia,"Rue Jean Burgers 2, 7850 Enghien",Rue Jean Burgers 2,7850 Enghien,7850,Enghien
Froomle,http://www.froomle.ai,Flanders,"MeetDistrict The Link Posthofbrug 6-8, 2601",MeetDistrict The Link Posthofbrug 6-8,2601,2601,
Hello Customer,https://www.hellocustomer.com/en/,Flanders,"Zuiderpoort, Gaston Crommenlaan 14/C1.1, 9000 Gent",Zuiderpoort,"Gaston Crommenlaan 14/C1.1, 9000 Gent",Gaston,"Crommenlaan 14/C1.1, 9000 Gent"
Hive CPQ,http://www.hivecpq.com,Flanders,"Kleindokkaai 17, 9000 Gent",Kleindokkaai 17,9000 Gent,9000,Gent
Instaon,https://instaon.io/fr,Brussels,"Rue de France 44, 7711 Mouscron",Rue de France 44,7711 Mouscron,7711,Mouscron
Ittention,https://www.ittention.com/,Wallonia,"Bd Dolez, 7000 Mons",Bd Dolez,7000 Mons,7000,Mons
Juyo Analytics,http://juyoanalytics.com,Brussels,"4 Rue Saint Lazare, 1210 Brussels",4 Rue Saint Lazare,1210 Brussels,1210,Brussels
Koopol,http://koopol.com,Wallonia,"Av. du Général Michel 1e, 6000 Charleroi",Av. du Général Michel 1e,6000 Charleroi,6000,Charleroi
LR Physics Consulting,https://lrdatascience.com/,Wallonia,"Rue de Corthys 11, 4280 Hannut",Rue de Corthys 11,4280 Hannut,4280,Hannut
Marketing & more,https://www.marketingandmore.be/,Flanders,"Veldkant 33, 2250 Kontich",Veldkant 33,2250 Kontich,2250,Kontich
Memovie,http://www.memovie.be,Wallonia,"Av. Einstein 11, 1300 Wavre",Av. Einstein 11,1300 Wavre,1300,Wavre
mindspeller,http://www.mindspeller.com,Flanders,Sluisstraat 79/03 3000 Leuven,Sluisstraat 79/03 3000 Leuven,None,None,
ML2Grow,http://www.ml2grow.com,Flanders,"Reigerstraat 8, 9000 Gent",Reigerstraat 8,9000 Gent,9000,Gent
MoodMe,http://www.moodme.biz,Wallonia,"Rue des Vertes Haies 15, 1400 Nivelles",Rue des Vertes Haies 15,1400 Nivelles,1400,Nivelles
Novable,https://novable.com/,Brussels,"Terhulpensesteenweg 150, 1170 Watermaal-Bosvoorde",Terhulpensesteenweg 150,1170 Watermaal-Bosvoorde,1170,Watermaal-Bosvoorde
Plunch,http://www.plunch.net,Wallonia,"Rue de l'Etat-Tiers 5 Boîte 31, 4000 Liège",Rue de l'Etat-Tiers 5 Boîte 31,4000 Liège,4000,Liège
Predicube,http://www.predicube.com,Flanders,"Grotesteenweg 43, 2600 Antwerpen",Grotesteenweg 43,2600 Antwerpen,2600,Antwerpen
PRICING PACT,https://www.pricingpact.com/,Brussels,"Oude Vijversstraat 55, 1190 Vorst",Oude Vijversstraat 55,1190 Vorst,1190,Vorst
Salesflare,https://salesflare.com/,Flanders,"Rijnkaai 37 box 4, 2000 Antwerp",Rijnkaai 37 box 4,2000 Antwerp,2000,Antwerp
Showpad,http://www.showpad.com,Flanders,"Moutstraat 62, 9000 Gent",Moutstraat 62,9000 Gent,9000,Gent
SIRIUS Insight,http://www.siriusinsight.be,Wallonia,"Av. Alexander Fleming 10, 1348 Ottignies-Louvain-la-Neuve",Av. Alexander Fleming 10,1348 Ottignies-Louvain-la-Neuve,1348,Ottignies-Louvain-la-Neuve
Sortlist,https://www.sortlist.com/,Wallonia,"Avenue Zénobe Gramme 29, 1300 Wavre",Avenue Zénobe Gramme 29,1300 Wavre,1300,Wavre
Sparkcentral,http://www.twitspark.com,Flanders,"Kempische steenweg 311, 3500 Hasselt",Kempische steenweg 311,3500 Hasselt,3500,Hasselt
Spott,http://www.appiness.mobi,Flanders,"Groeneweg 17, 9320 Aalst",Groeneweg 17,9320 Aalst,9320,Aalst
Taglayer,http://www.taglayer.com,Flanders,"Oude Koornmarkt 28/Floor 2, 2000 Antwerpen",Oude Koornmarkt 28/Floor 2,2000 Antwerpen,2000,Antwerpen
Trackuity,http://www.trackuity.com,Flanders,"Ridderstraat 15, 9000 Gent",Ridderstraat 15,9000 Gent,9000,Gent
Verbolia,http://verbolia.com,Wallonia,"Rue Jean Burgers 2, 7850 Edingen",Rue Jean Burgers 2,7850 Edingen,7850,Edingen
Willow,http://www.contento.us,Flanders,"Hüttenweg 4, 97877 Wertheim, Duitsland",Hüttenweg 4,"97877 Wertheim, Duitsland",97877,"Wertheim, Duitsland"
Alexandria.works,https://alexandria.works/findr/,Flanders,"Sint-Pietersvliet 7, 2000 Antwerpen",Sint-Pietersvliet 7,2000 Antwerpen,2000,Antwerpen
Amethix,http://amethix.com,Flanders,"10 Cantersteen, 1000 Brussels",10 Cantersteen,1000 Brussels,1000,Brussels
BrightKnight,http://brightknight.eu,Brussels,"Schildknaapsstraat 48, 1000 Brussel",Schildknaapsstraat 48,1000 Brussel,1000,Brussel
Crunch Analytics,https://www.crunchanalytics.be/,Flanders,"Rodelijvekensstraat 28/bus 002, 9000 Gent",Rodelijvekensstraat 28/bus 002,9000 Gent,9000,Gent
Datascouts,https://datascouts.eu/,Flanders,"Wiedauwkaai 23, 9000 Gent",Wiedauwkaai 23,9000 Gent,9000,Gent
Datavillage,https://www.datavillage.me,Brussels,Cours Saint-Michel 30B 1040 Bruxelles,Cours Saint-Michel 30B 1040 Bruxelles,None,None,
Dice,https://www.dice-cro.com/,Flanders,"Het Hofveld 6F, 1702 Groot-Bijgaarden",Het Hofveld 6F,1702 Groot-Bijgaarden,1702,Groot-Bijgaarden
Doccle,http://doccle.be,Brussels,"Heizel Esplanade PB 65, 1020 Brussel",Heizel Esplanade PB 65,1020 Brussel,1020,Brussel
Dual Lab,https://www.duallab.com/,Brussels,"Avenue des Villas 56/1, 1340 Ottignies-Louvain-la-Neuve",Avenue des Villas 56/1,1340 Ottignies-Louvain-la-Neuve,1340,Ottignies-Louvain-la-Neuve
Element 61,https://www.element61.be/en,Brussels,"Buro & Design Center - Esplanade 1, bus 96, 1020 Brussel",Buro & Design Center - Esplanade 1,"bus 96, 1020 Brussel",bus,"96, 1020 Brussel"
i.Deeds,https://www.ideeds.be/en,Flanders,"Molenstraat 72, 8790 Waregem",Molenstraat 72,8790 Waregem,8790,Waregem
Infofarm,https://infofarm.be/,Flanders,"Prins Boudewijnlaan 24E, 2550 Kontich",Prins Boudewijnlaan 24E,2550 Kontich,2550,Kontich
JetPack,http://jetpack.ai,Brussels,"Av. Victor Jacobs 78, 1040 Etterbeek",Av. Victor Jacobs 78,1040 Etterbeek,1040,Etterbeek
Kensu,http://www.kensu.io,Wallonia,"Avenue Pré Aily 24, 4031 Angleur",Avenue Pré Aily 24,4031 Angleur,4031,Angleur
Klassif.ai,http://www.klassif.ai,Flanders,"Gaston Geenslaan 11, 3001 Leuven",Gaston Geenslaan 11,3001 Leuven,3001,Leuven
Marple,https://getmarple.io/,Flanders,"355 Adelaide St W Suite 100, Toronto, ON M5V 1S2, Canada",355 Adelaide St W Suite 100,"Toronto, ON M5V 1S2, Canada","Toronto,","ON M5V 1S2, Canada"
Metamaze,https://metamaze.eu/,Flanders,"Oudeleeuwenrui 39, 2000 Antwerpen",Oudeleeuwenrui 39,2000 Antwerpen,2000,Antwerpen
Moonoia,https://www.moonoia.com/,Wallonia,"Av. Georges Lemaître 58a, 6041 Charleroi",Av. Georges Lemaître 58a,6041 Charleroi,6041,Charleroi
Open Analytics,http://www.openanalytics.eu,Flanders,"Jupiterstraat 20, 2600 Antwerpen",Jupiterstraat 20,2600 Antwerpen,2600,Antwerpen
Python Predictions,https://www.pythonpredictions.com/,Brussels,"Roger Vandendriesschelaan 9, 1150 Brussel",Roger Vandendriesschelaan 9,1150 Brussel,1150,Brussel
Robonext,http://www.robonext.eu,Flanders,"Vestinglaan 55, 2650 Edegem",Vestinglaan 55,2650 Edegem,2650,Edegem
Solventure Life,http://www.solventuregroup.com,Flanders,"Bus 18, Blue Tower 1, Sluisweg 1, 9000 Gent",Bus 18,"Blue Tower 1, Sluisweg 1, 9000 Gent",Blue,"Tower 1, Sluisweg 1, 9000 Gent"
TIMI,https://timi.eu,Brussels,"Sint-Denijslaan 253, 9000 Gent",Sint-Denijslaan 253,9000 Gent,9000,Gent
UgenTec,http://ugentec.com,Flanders,"Bedrijventerrein Hasselt Kiewit, Kempische Steenweg 303, 3500 Hasselt",Bedrijventerrein Hasselt Kiewit,"Kempische Steenweg 303, 3500 Hasselt",Kempische,"Steenweg 303, 3500 Hasselt"
Uman.ai,http://uman.ai,Flanders,"Esplanade Oscar Van De Voorde 1, 9000 Gent",Esplanade Oscar Van De Voorde 1,9000 Gent,9000,Gent
Valkuren,http://www.valkuren.com,Brussels,"Kantersteen 10/12, 1000 Brussel",Kantersteen 10/12,1000 Brussel,1000,Brussel
