Company Name,Link,Region,Address,Street,Location,ZipCode,City,gcode,Latitude,Longitude
DeJuristen,https://dejuristen.be/?lang=fr,Flanders,"Heernislaan 19, 9000 Gent, Belgium",Heernislaan 19,9000 Gent,9000,Gent,"19;19A-19B, Heernislaan, Heirnis, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.050595599999994,3.7415771127773283
Docbyte,https://www.docbyte.com/,Flanders,"Kortrijksesteenweg 1144B, 9051 Gent, Belgium",Kortrijksesteenweg 1144B,9051 Gent,9051,Gent,"Kortrijksesteenweg, Sint-Denijs-Westrem, Gent, Oost-Vlaanderen, Vlaanderen, 9051, België / Belgique / Belgien",51.019668,3.681079
Edebex,http://edebex.com,Brussels,"Jules Cockx Straat 8-10 box 2, 1160 Brussels, Belgium",Jules Cockx Straat 8-10 box 2,1160 Brussels,1160,Brussels,,,
EisphorIA,http://www.eisphoria.com,Brussels,"Rue Van Hammée 41, 1030 Brussels, Belgium",Rue Van Hammée 41,1030 Brussels,1030,Brussels,"41, Rue Van Hammée - Van Hamméestraat, Dailly, Schaerbeek - Schaarbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1030, België / Belgique / Belgien",50.8562348,4.381163777437841
Features Analytics,http://www.features-analytics.com,Wallonia,"Rue de Charleroi 2, 1400 Nivelles, Belgium",Rue de Charleroi 2,1400 Nivelles,1400,Nivelles,"Features Analytics, 2, Rue de Charleroi, Les Chabotes, Nivelles, Brabant wallon, Wallonie, 1400, België / Belgique / Belgien",50.5966189,4.3258775
Horus Software,https://horussoftware.be/fr/,Wallonia,"Quai des Ardennes 9, 4020 Liège, Belgium",Quai des Ardennes 9,4020 Liège,4020,Liège,"9, Quai des Ardennes, Vennes, Liège, Wallonie, 4020, België / Belgique / Belgien",50.621802349999996,5.584066239303017
Infinity Mobile,http://infinity-mobile.io,Flanders,"Hoogstraat 29, 9850 Deinze, Belgium",Hoogstraat 29,9850 Deinze,9850,Deinze,"Hoogstraat, Vosselare, Deinze, Gent, Oost-Vlaanderen, Vlaanderen, 9850, België / Belgique / Belgien",51.0279919,3.5530226
InvestSuite,http://www.investsuite.eu,Flanders,"Sluisstraat 79, 3000 Leuven, Belgium",Sluisstraat 79,3000 Leuven,3000,Leuven,"Grand Café De Hoorn, 79, Sluisstraat, Vaartkom, Leuven, Vlaams-Brabant, Vlaanderen, 3000, België / Belgique / Belgien",50.8871553,4.6998204
Keyrock,http://keyrock.eu,Brussels,"Louizalaan 251, 1000 Brussel, Belgium",Louizalaan 251,1000 Brussel,1000,Brussel,"251, Avenue Louise - Louizalaan, La Cambre - Ter Kameren, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8247469,4.3659014
Lawrenza,https://lawrenza.com/,Brussels,"Chau. de Lasne 5A, 1330 Rixensart, Belgium",Chau. de Lasne 5A,1330 Rixensart,1330,Rixensart,,,
Lex.be,http://lex.be,Brussels,"Witte Patersstraat 4, 1040 Etterbeek, Belgium",Witte Patersstraat 4,1040 Etterbeek,1040,Etterbeek,"Shayp, 4, Rue des Pères Blancs - Witte Patersstraat, Etterbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, België / Belgique / Belgien",50.8265808,4.3998762
Ludebo,https://www.sec-dpo.com/,Wallonia,"Willebroekkaai 38, 1000 Brussel, Belgium",Willebroekkaai 38,1000 Brussel,1000,Brussel,"Defibtech, 38, Quai de Willebroeck - Willebroekkaai, Tour et Taxis - Thurn en Taxis, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8641428,4.3531249
NGData,http://www.lilyproject.org,Flanders,"Sluisweg 2 bus 10, 9000 Gent, Belgium",Sluisweg 2 bus 10,9000 Gent,9000,Gent,,,
RiskConcile,http://www.riskconcile.com,Flanders,"Kapeldreef 60, 3001 Leuven, Belgium",Kapeldreef 60,3001 Leuven,3001,Leuven,"Innovatie- en Incubatiecentrum, 60, Kapeldreef, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.862076650000006,4.671562473993301
Vadis Tech.,http://www.vadis.com,Brussels,"Tervurenlaan 270, 1150 Brussel, Belgium",Tervurenlaan 270,1150 Brussel,1150,Brussel,"Altran Belux, 270, Avenue de Tervueren - Tervurenlaan, Woluwe-Saint-Pierre Centre - Sint-Pieters-Woluwe Centrum, Woluwe-Saint-Pierre - Sint-Pieters-Woluwe, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1150, België / Belgique / Belgien",50.8356029,4.4207157
WeGroup,http://www.wegroup.be,Flanders,"Moutstraat 68, 9000 Gent, Belgium",Moutstraat 68,9000 Gent,9000,Gent,"The Office, 54;56;58;60;62;64;66;68;70;72;74;76;78;80, Moutstraat, Ottergemse Dries, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0300861,3.7377984
Yields,http://yields.io,Brussels,"Wolstraat 68, 1000 Brussel, Belgium",Wolstraat 68,1000 Brussel,1000,Brussel,"68, Rue aux Laines - Wolstraat, Marolles - Marollen, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8362158,4.3531614
ActiveMe,http://activeme.be,Wallonia,"Rue Granbonpré 11 B, 1348 Louvain-La-Neuve, Belgium",Rue Granbonpré 11 B,1348 Louvain-La-Neuve,1348,Louvain-La-Neuve,,,
AI Blackbelt,https://www.aiblackbelt.com/,Brussels,"Kantersteen 10, 1000 Brussel, Belgium",Kantersteen 10,1000 Brussel,1000,Brussel,"Le Wagon, 10, Cantersteen - Kantersteen, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8457606,4.3577896
ammco,https://ammco.be/en/,Flanders,"Aarschotsesteenweg 147, 3111 Rotselaar, Belgium",Aarschotsesteenweg 147,3111 Rotselaar,3111,Rotselaar,"147, Aarschotsesteenweg, Wezemaal, Rotselaar, Leuven, Vlaams-Brabant, Vlaanderen, 3111, België / Belgique / Belgien",50.946620949999996,4.749710099999993
Be Central,http://becentral.org/,Brussels,"Kantersteen 10/12, 1000 Brussel, Belgium",Kantersteen 10/12,1000 Brussel,1000,Brussel,"Cantersteen - Kantersteen, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8458988,4.3583205
CitizenLab,http://citizenlab.co,Flanders,"Pachecolaan 34, 1000 Brussel, Belgium",Pachecolaan 34,1000 Brussel,1000,Brussel,"Meyboom, 34, Boulevard Pachéco - Pachecolaan, Quartier Marais-Jacqmain - Wijk Marais-Jacqmain, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.851676350000005,4.361657159314903
Comproved,https://comproved.com/,Flanders,"Boshovestraat 100, 2100 Antwerpen, Belgium",Boshovestraat 100,2100 Antwerpen,2100,Antwerpen,"100, Boshovestraat, Deurne, Antwerpen, Vlaanderen, 2100, België / Belgique / Belgien",51.22282065,4.468479450307586
Cytomine,http://www.cytomine.be,Wallonia,"Quai Banning 6, 4000 Liège, Belgium",Quai Banning 6,4000 Liège,4000,Liège,"Génie Civil, 6, Quai Banning, Liège, Wallonie, 4000, België / Belgique / Belgien",50.6142395,5.575796008500163
Dalberg Data Insights,http://www.dalberg.com,Brussels,"Avenue Louise 523, 1050 Ixelles, Belgium",Avenue Louise 523,1050 Ixelles,1050,Ixelles,"Avenue Louise - Louizalaan, Avenue de la Toison d'Or - Gulden-Vlieslaan, Matongé, Bruxelles - Brussel, Saint-Gilles - Sint-Gillis, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien",50.8355735,4.3556693
Datacamp,http://www.datamind.org,Flanders,"Martelarenlaan 38, 3010 Leuven, Belgium",Martelarenlaan 38,3010 Leuven,3010,Leuven,"Martelarenlaan, Blauwput, Kessel-Lo, Leuven, Vlaams-Brabant, Vlaanderen, 3010, België / Belgique / Belgien",50.8811918,4.7178768
Dwengo,https://dwengo.org/,Flanders,"Marcel Thirylaan 194, 1200 Brussels, Belgium",Marcel Thirylaan 194,1200 Brussels,1200,Brussels,"194, Avenue Marcel Thiry - Marcel Thirylaan, Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1200, België / Belgique / Belgien",50.8569963,4.4335957
Hovertone,https://www.hovertone.com/,Wallonia,"Rue des Soeurs Noires 4, 7000 Mons, Belgium",Rue des Soeurs Noires 4,7000 Mons,7000,Mons,"Co-nnexion, 4, Rue des Sœurs Noires, Quartier Rachot, Mons, Hainaut, Wallonie, 7000, België / Belgique / Belgien",50.4500064,3.9520656
Knowliah,http://www.knowliah.com/,Flanders,"Leuvensesteenweg 282, 3190 Boortmeerbeek, Belgium",Leuvensesteenweg 282,3190 Boortmeerbeek,3190,Boortmeerbeek,"282, Leuvensesteenweg, Boortmeerbeek, Leuven, Vlaams-Brabant, Vlaanderen, 3190, België / Belgique / Belgien",50.971139750000006,4.567947038154324
La Scientotheque,https://lascientotheque.be/,Brussels,"Expérimentarium de Physique de l'ULB CP238 Triomflaan, 1050 Brussel, Belgium",Expérimentarium de Physique de l'ULB CP238 Triomflaan,1050 Brussel,1050,Brussel,,,
Look,http://www.look-app.net,Wallonia,"Av. Reine Astrid 92, 1310 La Hulpe, Belgium",Av. Reine Astrid 92,1310 La Hulpe,1310,La Hulpe,"92, Avenue Reine Astrid, La Hulpe, Nivelles, Brabant wallon, Wallonie, 1310, België / Belgique / Belgien",50.72704555,4.472173925527622
Molengeek,https://molengeek.com,Brussels,"Pl. de la Minoterie 10, 1080 Molenbeek-Saint-Jean, Belgium",Pl. de la Minoterie 10,1080 Molenbeek-Saint-Jean,1080,Molenbeek-Saint-Jean,"MolenGeek, 10, Place de la Minoterie - Meelfabrieksplein, Rive Gauche - Linkeroever, Molenbeek-Saint-Jean - Sint-Jans-Molenbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, België / Belgique / Belgien",50.8553546,4.3411923
Musimap,http://www.musimap.com,Wallonia,"Vrijwilligerslaan 19, 1160 Oudergem, Belgium",Vrijwilligerslaan 19,1160 Oudergem,1160,Oudergem,"Avenue des Volontaires - Vrijwilligerslaan, Auderghem - Oudergem, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1160, België / Belgique / Belgien",50.8269958,4.4042457
OPSORO,http://www.opsoro.be,Flanders,"De Krook Platteberg 11, 9000 Gent, Belgium",De Krook Platteberg 11,9000 Gent,9000,Gent,,,
Scriptbook,http://scriptbook.io,Flanders,"Gasstraat  37/8, 9160 Lokeren, Belgium",Gasstraat  37/8,9160 Lokeren,9160,Lokeren,"Gasstraat, Stationswijk, Lokeren, Sint-Niklaas, Oost-Vlaanderen, Vlaanderen, 9160, België / Belgique / Belgien",51.105927,3.9862932
Aloxy,https://www.aloxy.io/,Flanders,"Sint-Pietersvliet 7, 2000 Antwerpen, Belgium",Sint-Pietersvliet 7,2000 Antwerpen,2000,Antwerpen,"SyncTrace buitendienstoptimalisatie, 7, Sint-Pietersvliet, Schipperskwartier, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.225451,4.4009405
AMIA Systems,http://www.amia-systems.com,Brussels,"Greenbizz Dieudonné Lefèvrestraat 17, 1020 Brussel, Belgium",Greenbizz Dieudonné Lefèvrestraat 17,1020 Brussel,1020,Brussel,,,
Arkite,https://arkite.com/,Flanders,"C-Mine 12, 3600 Genk, Belgium",C-Mine 12,3600 Genk,3600,Genk,"C-Mine Crib, 12, C-mine, Genk, Hasselt, Limburg, Vlaanderen, 3600, België / Belgique / Belgien",50.9827078,5.49204563881773
Azumuta,https://www.azumuta.com/,Flanders,"Technologiepark-Zwijnaarde 122, 9052 Gent, Belgium",Technologiepark-Zwijnaarde 122,9052 Gent,9052,Gent,"Iptor Belgium, 122, Technologiepark-Zwijnaarde, Wetenschapspark Ardoyen, Zwijnaarde, Gent, Oost-Vlaanderen, Vlaanderen, 9052, België / Belgique / Belgien",51.0132839,3.7093503
Deltaray,https://deltaray.eu/,Flanders,"Schaliënhoefdreef 20T, 2970 Antwerpen, Belgium",Schaliënhoefdreef 20T,2970 Antwerpen,2970,Antwerpen,"Schaliënhoefdreef, Schilde, Antwerpen, Vlaanderen, 2970, België / Belgique / Belgien",51.2311194,4.5566516
Diabatix,http://diabatix.com,Flanders,"Technologielaan 11, 3001 Leuven, Belgium",Technologielaan 11,3001 Leuven,3001,Leuven,"11, Technologielaan, Leuvens Haasrode, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.8534246,4.7306817
epic blue,http://www.epic.blue,Flanders,"Asstraat 5, 3000 Leuven, Belgium",Asstraat 5,3000 Leuven,3000,Leuven,"Asstraat, Vaartkom, Leuven, Vlaams-Brabant, Vlaanderen, 3000, België / Belgique / Belgien",50.888399,4.7013153
Factry,http://www.factry.io,Brussels,"Oktrooiplein 1, 9000 Gent, Belgium",Oktrooiplein 1,9000 Gent,9000,Gent,"Quantum, 1, Oktrooiplein, Dampoortwijk, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.0576921,3.7394860318912837
Flexible Robotic Solutions,http://www.frsrobotics.com,Flanders,"Kapeldreef 60, 3001 Leuven, Belgium",Kapeldreef 60,3001 Leuven,3001,Leuven,"Innovatie- en Incubatiecentrum, 60, Kapeldreef, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.862076650000006,4.671562473993301
i-Care,https://www.icareweb.com/fr-be/,Wallonia,"Rue René Descartes 18, 7000 Mons, Belgium",Rue René Descartes 18,7000 Mons,7000,Mons,"Matéria Nova, 18, Rue René Descartes, Parc scientifique Initialis, Le Fort, Mons, Hainaut, Wallonie, 7000, België / Belgique / Belgien",50.460201350000006,3.9288402773811706
Inimco,https://inimco.com/,Flanders,"Frankrijkstraat 11/k5, 9140 Temse, Belgium",Frankrijkstraat 11/k5,9140 Temse,9140,Temse,"Frankrijkstraat, Temse, Sint-Niklaas, Oost-Vlaanderen, Vlaanderen, 9140, België / Belgique / Belgien",51.1406559,4.1969888
Iqunet,http://iqunet.com,Flanders,"Broekstraat 82, 9220 Hamme, Belgium",Broekstraat 82,9220 Hamme,9220,Hamme,"82, Broekstraat, Hamme, Dendermonde, Oost-Vlaanderen, Vlaanderen, 9220, België / Belgique / Belgien",51.08919285,4.156511218442951
Magics Instruments,http://www.magics.tech,Flanders,"Cipalstraat 3, 2440 Geel, Belgium",Cipalstraat 3,2440 Geel,2440,Geel,"3, Cipalstraat, Geel, Turnhout, Antwerpen, Vlaanderen, 2440, België / Belgique / Belgien",51.1520883,4.995440762005331
Metheore,http://metheore.be/,Wallonia,"Rue du Bois Saint-Jean 15/1, 4102 Seraing, Belgium",Rue du Bois Saint-Jean 15/1,4102 Seraing,4102,Seraing,"AARDEX Group, 15/1, Rue du Bois Saint-Jean, Liège Science-Park, Seraing, Liège, Wallonie, 4102, België / Belgique / Belgien",50.5925498,5.5584119
MH Automation,http://www.armin-robot.com,Wallonia,"Rue d'Houdeng 224, 7070 Le Rœulx, Belgium",Rue d'Houdeng 224,7070 Le Rœulx,7070,Le Rœulx,"Rue d'Houdeng, Le Rœulx, Soignies, Hainaut, Wallonie, 7070, België / Belgique / Belgien",50.5019802,4.1107032
Movanis,http://www.movanis.be/,Flanders,"Mijnwerkerslaan 14, 3550 Heusden-Zolder, Belgium",Mijnwerkerslaan 14,3550 Heusden-Zolder,3550,Heusden-Zolder,"14, Mijnwerkerslaan, Zolder, Heusden-Zolder, Hasselt, Limburg, Vlaanderen, 3550, België / Belgique / Belgien",51.0410756,5.3233447
PEPITe,https://www.pepite.com/,Wallonia,"Forgeur 4/1, 4000 Liège, Belgium",Forgeur 4/1,4000 Liège,4000,Liège,"Rue Forgeur, Centre, Liège, Wallonie, 4000, België / Belgique / Belgien",50.6344498,5.5696298
Pick-it,http://www.pickit3d.com,Flanders,"Gaston Geenslaan 9, 3001 Oud-Heverlee, Belgium",Gaston Geenslaan 9,3001 Oud-Heverlee,3001,Oud-Heverlee,,,
SCM Revamp,http://www.scmrevamp.com,Wallonia,"Clos St Feuillien 5, 7070 Le Rœulx, Belgium",Clos St Feuillien 5,7070 Le Rœulx,7070,Le Rœulx,,,
Sitemark,https://www.sitemark.com,Flanders,"Gaston Geenslaan 9, 3001 Leuven, Belgium",Gaston Geenslaan 9,3001 Leuven,3001,Leuven,"Gaston Geenslaan, Wetenschapspark Arenberg, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.8664798,4.6736309
Sitemark,http:// https://www.smartnodes.be/,Wallonia,"Val Benoit Bât. Génie Civil Quai Banning 6, 4000 Liège, Belgium",Val Benoit Bât. Génie Civil Quai Banning 6,4000 Liège,4000,Liège,,,
Solvice,http://www.solvice.io,Flanders,"Vlasgaardstraat 52, 9000 Gent, Belgium",Vlasgaardstraat 52,9000 Gent,9000,Gent,"Gig & Grow, 52, Vlasgaardstraat, Brugse Poort, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.056625,3.7009332
The Grain,https://www.thegrain.pro/,Flanders,"Sint-Pietersvliet 7, 2000 Antwerpen, Belgium",Sint-Pietersvliet 7,2000 Antwerpen,2000,Antwerpen,"SyncTrace buitendienstoptimalisatie, 7, Sint-Pietersvliet, Schipperskwartier, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.225451,4.4009405
ThePickPath,http://thepickpath.com,Wallonia,"Place Arthur Maquet 2, 4263 Braives, Belgium",Place Arthur Maquet 2,4263 Braives,4263,Braives,"2, Place Arthur Maquet, Braives, Waremme, Liège, Wallonie, 4263, België / Belgique / Belgien",50.638921499999995,5.174650412618295
Tractonomy,http://www.tractonomy.com,Flanders,"Nelson Mandelaplein 2, 8500 Kortrijk, Belgium",Nelson Mandelaplein 2,8500 Kortrijk,8500,Kortrijk,"Tranzit, 2, Nelson Mandelaplein, Kortrijk, West-Vlaanderen, Vlaanderen, 8500, België / Belgique / Belgien",50.825725,3.2537261
Trendminer,https://www.trendminer.com,Flanders,"Kempische Steenweg 309/5, 3500 Hasselt, Belgium",Kempische Steenweg 309/5,3500 Hasselt,3500,Hasselt,"Kempische Steenweg, Kempische Wijk, Hasselt, Limburg, Vlaanderen, 3500, België / Belgique / Belgien",50.9400226,5.3416827
Tusk IC,http://www.tusk-ic.com,Flanders,"Cuperusstraat 5, 2018 Antwerpen, Belgium",Cuperusstraat 5,2018 Antwerpen,2018,Antwerpen,"5, Cuperusstraat, Groen Kwartier, Antwerpen, Vlaanderen, 2018, België / Belgique / Belgien",51.2053374,4.426009007599914
urbantz,http://www.urbantz.com,Brussels,"Louizalaan 251, 1000 Brussel, Belgium",Louizalaan 251,1000 Brussel,1000,Brussel,"251, Avenue Louise - Louizalaan, La Cambre - Ter Kameren, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8247469,4.3659014
VoxelSensors,https://www.voxelsensors.com/,Brussels,"Rue Pierre Decoster 96 / 1, 1190 Forest, Belgium",Rue Pierre Decoster 96 / 1,1190 Forest,1190,Forest,"Rue Pierre Decoster - Pierre Decosterstraat, Altitude Cent - Hoogte Honderd, Forest - Vorst, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1190, België / Belgique / Belgien",50.8223916,4.3294931
Yazzoom,http://www.yazzoom.com,Flanders,"Derbystraat 65/building A, 9051 Gent, Belgium",Derbystraat 65/building A,9051 Gent,9051,Gent,,,
Zensor,http://www.zensor.be,Brussels,"Witte Patersstraat 4, 1040 Etterbeek, Belgium",Witte Patersstraat 4,1040 Etterbeek,1040,Etterbeek,"Shayp, 4, Rue des Pères Blancs - Witte Patersstraat, Etterbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, België / Belgique / Belgien",50.8265808,4.3998762
Airshaper,http://www.airshaper.com,Flanders,"Kreeftstraat 20, 2018 Antwerp, Belgium",Kreeftstraat 20,2018 Antwerp,2018,Antwerp,"20, Kreeftstraat, Zurenborg, Antwerpen, Vlaanderen, 2018, België / Belgique / Belgien",51.20745805,4.4317893752673045
Conundra,http://www.conundra.eu,Flanders,"Voordries 41, 9860 Oosterzele, Belgium",Voordries 41,9860 Oosterzele,9860,Oosterzele,"Conundra, 41, Voordries, Oosterzele, Gent, Oost-Vlaanderen, Vlaanderen, 9860, België / Belgique / Belgien",50.9512527,3.8068771
Dropon,http://dropon.io,Flanders,"Oktrooiplein 1/bus 201, 9000 Gent, Belgium",Oktrooiplein 1/bus 201,9000 Gent,9000,Gent,,,
eXia,https://www.exia.eu/site/,Brussels,"Pleinlaan 2, 1050 Brussels, Belgium",Pleinlaan 2,1050 Brussels,1050,Brussels,"Vrije Universiteit Brussel — Campus Etterbeek, 2, Boulevard de la Plaine - Pleinlaan, Usquare, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, België / Belgique / Belgien",50.8225751,4.395532308975499
Ivex,http://www.ivex.ai,Flanders,"Kapeldreef 60, 3001 Leuven, Belgium",Kapeldreef 60,3001 Leuven,3001,Leuven,"Innovatie- en Incubatiecentrum, 60, Kapeldreef, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien",50.862076650000006,4.671562473993301
Jeasy,http://jeasy.ai,Brussels,"De Broquevillelaan 12, 1150 Brussel, Belgium",De Broquevillelaan 12,1150 Brussel,1150,Brussel,"12, Avenue de Broqueville - de Broquevillelaan, Woluwe-Saint-Pierre - Sint-Pieters-Woluwe, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1150, België / Belgique / Belgien",50.8381879,4.4099463
Mabo E&A,http://www.agv-automation.com,Flanders,"Mallekotstraat 43a, 2500 Lier, Belgium",Mallekotstraat 43a,2500 Lier,2500,Lier,"Mallekotstraat, Lier, Mechelen, Antwerpen, Vlaanderen, 2500, België / Belgique / Belgien",51.1464223,4.5645825
Motulus,https://motulus.com/,Flanders,"Antwerpse Steenweg 61, 2660 Antwerpen, Belgium",Antwerpse Steenweg 61,2660 Antwerpen,2660,Antwerpen,"59-61, Antwerpsesteenweg, Hertogvelden, Hoboken, Antwerpen, Vlaanderen, 2660, België / Belgique / Belgien",51.17822795,4.353428741966434
Movetex,http://movetex.be,Flanders,"Provincieweg 405, 9550 Herzele, Belgium",Provincieweg 405,9550 Herzele,9550,Herzele,"Provincieweg, Herzele, Aalst, Oost-Vlaanderen, Vlaanderen, 9550, België / Belgique / Belgien",50.8996069,3.8772908
OTIV,http://www.otiv.ai,Flanders,"Vijfwindgatenstraat 21 E, 9000 Gent, Belgium",Vijfwindgatenstraat 21 E,9000 Gent,9000,Gent,"21;21C;21E-21F, Vijfwindgatenstraat, Brusselse Poort, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.04443595,3.7344313901900397
railnova,https://www.railnova.eu,Brussels,"Emile Feronstraat 153, 1060 Brussel, Belgium",Emile Feronstraat 153,1060 Brussel,1060,Brussel,"Railnova, 153, Rue Émile Feron - Émile Feronstraat, Saint-Gilles - Sint-Gillis, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, België / Belgique / Belgien",50.8305985,4.3349161
Sailsense,http://www.sailsense.io,Brussels,"Kantersteen 47, 1000 Brussel, Belgium",Kantersteen 47,1000 Brussel,1000,Brussel,"FedEx Express, 47, Cantersteen - Kantersteen, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8456387,4.358229
SEAFAR,http://www.seafar.eu,Flanders,"Sint-Pietersvliet 7, 2000 Antwerpen, Belgium",Sint-Pietersvliet 7,2000 Antwerpen,2000,Antwerpen,"SyncTrace buitendienstoptimalisatie, 7, Sint-Pietersvliet, Schipperskwartier, Antwerpen, Vlaanderen, 2000, België / Belgique / Belgien",51.225451,4.4009405
Westray,http://www.westray.eu,Flanders,"Lange Lobroekstraat 41-45, 2060 Antwerp, Belgium",Lange Lobroekstraat 41-45,2060 Antwerp,2060,Antwerp,"Lange Lobroekstraat, Dam, Antwerpen, Vlaanderen, 2060, België / Belgique / Belgien",51.2316645,4.4271972
XenomatiX,http://www.xenomatix.com,Flanders,"Research Park Haasrode Romeinse straat 6, 3001 Leuven, Belgium",Research Park Haasrode Romeinse straat 6,3001 Leuven,3001,Leuven,,,
Amoobi,https://www.amoobi.com/,Wallonia,"Rue de l'Industrie 20, 1400 Nivelles, Belgium",Rue de l'Industrie 20,1400 Nivelles,1400,Nivelles,"Amoobi, 20, Rue de l'Industrie, Nivelles-Sud I, Nivelles, Brabant wallon, Wallonie, 1400, België / Belgique / Belgien",50.5863768,4.3552478
Calltic,http://www.calltic.com,Flanders,"Vijfwindgatenstraat 21, 9000 Gent, Belgium",Vijfwindgatenstraat 21,9000 Gent,9000,Gent,"21;21C;21E-21F, Vijfwindgatenstraat, Brusselse Poort, Gent, Oost-Vlaanderen, Vlaanderen, 9000, België / Belgique / Belgien",51.04443595,3.7344313901900397
Elymentz,http://www.elymentz.com,Brussels,"De Meeûssquare 38/40, 1000 Brussel, Belgium",De Meeûssquare 38/40,1000 Brussel,1000,Brussel,"Square de Meeûs - de Meeûssquare, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien",50.8400861,4.3701336
